Experiment,Location,Structure,Position,Species,Type,Origin,Comments,Date_0,Length_0,Width1_0,Width2_0,EV_0,Condition_0,Cause_0,SGR_0,Comments_0,Date_1,Length_1,Width1_1,Width2_1,EV_1,Condition_1,Cause_1,SGR_1,Comments_1,Date_2,Length_2,Width1_2,Width2_2,EV_2,Condition_2,Cause_2,SGR_2,Comments_2,Date_3,Length_3,Width1_3,Width2_3,EV_3,Condition_3,Cause_3,SGR_3,Comments_3,Date_4,Length_4,Width1_4,Width2_4,EV_4,Condition_4,Cause_4,SGR_4,Comments_4,Date_5,Length_5,Width1_5,Width2_5,EV_5,Condition_5,Cause_5,SGR_5,Comments_5,Date_6,Length_6,Width1_6,Width2_6,EV_6,Condition_6,Cause_6,SGR_6,Comments_6,Date_7,Length_7,Width1_7,Width2_7,EV_7,Condition_7,Cause_7,SGR_7,Comments_7,Date_8,Length_8,Width1_8,Width2_8,EV_8,Condition_8,Cause_8,SGR_8,Comments_8,Date_9,Length_9,Width1_9,Width2_9,EV_9,Condition_9,Cause_9,SGR_9,Comments_9,Date_10,Length_10,Width1_10,Width2_10,EV_10,Condition_10,Cause_10,SGR_10,Comments_10,Date_11,Length_11,Width1_11,Width2_11,EV_11,Condition_11,Cause_11,SGR_11,Comments_11,Date_12,Length_12,Width1_12,Width2_12,EV_12,Condition_12,Cause_12,SGR_12,Comments_12
Depth gradient 2019 - 2020,Pilli Pipa,3,7,Porites cylindrica,,,,30-Oct-19,,,,,,,,Missing?,25-Feb-20,6,2.2,1.8,19,90,,,,20-May-20,5.4,2.5,1.8,20,85,,,Bleaching,07-Oct-20,5.4,1.9,1.5,12,30,,,>1cm Diference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,3,8,Porites cylindrica,,,,30-Oct-19,4.8,2.5,1.7,17,100,,,,25-Feb-20,4.6,3.8,1.6,26,95,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,1,Porites cylindrica,,,,30-Oct-19,5.8,5,3.9,90,100,,,,25-Feb-20,6.3,5.2,2.2,68,95,,,,20-May-20,6.9,4.4,1.9,54,85,,,"Bleaching, >1cm Difference",07-Oct-20,2.7,0.8,0.6,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,2,Porites cylindrica,,,,30-Oct-19,4.7,5.6,3.5,76,100,,,,25-Feb-20,8,6.8,3.2,157,100,,,,20-May-20,7.9,5.9,2.3,104,80,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,3,Porites cylindrica,,,,30-Oct-19,8.4,4.8,2.7,93,100,,,Right order?,25-Feb-20,2.9,3.2,1.7,14,100,,,missed before,20-May-20,2.7,3,0.9,8,80,,,missed before,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,4,Porites cylindrica,,,,30-Oct-19,6.2,2.9,2.1,30,100,,,,25-Feb-20,7.5,7,3.9,175,100,,,,20-May-20,7.8,6.7,6.3,259,80,,,Bleaching,07-Oct-20,1.8,2.7,0.9,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,5,Porites cylindrica,,,,30-Oct-19,3.6,4.5,1,21,40,,,,25-Feb-20,2.8,0.9,0.7,1,10,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,6,Porites cylindrica,,,,30-Oct-19,6.2,2.8,1.3,20,70,,,,25-Feb-20,6.5,4.1,2.4,54,100,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,7,Porites cylindrica,,,,30-Oct-19,6.2,1.5,1.7,12,100,,,,25-Feb-20,5.7,5.5,3.7,95,85,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,4,8,Porites cylindrica,,,,30-Oct-19,5.3,3.5,2,31,100,,,,25-Feb-20,7.5,5.5,2.4,92,85,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,1,Porites cylindrica,,,,30-Oct-19,5,3.3,1.3,21,100,,,,25-Feb-20,6.3,5.5,5.2,142,85,,,,20-May-20,6.8,5.8,5.3,165,90,,,Bleaching,07-Oct-20,2.2,1,1.1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,2,Porites cylindrica,,,,30-Oct-19,7.4,4.8,3,88,100,,,,25-Feb-20,6.5,5.2,2,66,90,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,3,Porites cylindrica,,,,30-Oct-19,4.8,3.2,2,25,100,,,,25-Feb-20,7.8,4.6,3,88,95,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,4,Porites cylindrica,,,,30-Oct-19,6.3,5.1,4.4,112,100,,,,25-Feb-20,,,,,0,,,Dead,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,5,Porites cylindrica,,,,30-Oct-19,5.9,2.9,3.5,47,70,,,,25-Feb-20,6.2,3.7,1.8,37,100,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,6,Porites cylindrica,,,,30-Oct-19,6.6,4.1,2.8,62,100,,,,25-Feb-20,4.8,4.3,1.7,34,90,,,,20-May-20,6.7,3.9,1.9,44,80,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,7,Porites cylindrica,,,,30-Oct-19,6.7,6.6,4.2,153,100,,,,25-Feb-20,7.6,5.6,2.5,98,90,,,,20-May-20,7.6,6.5,3.3,143,85,,,Bleaching,07-Oct-20,2.5,2.2,1.5,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,5,8,Porites cylindrica,,,,30-Oct-19,7.5,4.9,2.4,78,100,,,,25-Feb-20,6.4,6.6,2.4,102,100,,,missed before,20-May-20,5.8,4.7,2.5,59,85,,,missed before,07-Oct-20,3.3,1.3,2.1,7,30,,,missed before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,1,Porites cylindrica,,,,30-Oct-19,4.3,4.2,3,44,70,,,,25-Feb-20,8.1,5.5,2.3,97,100,,,,20-May-20,9,5.5,1.9,97,60,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,2,Porites cylindrica,,,,30-Oct-19,6,4,2.4,48,100,,,,25-Feb-20,6.6,5.4,2.7,85,90,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,3,Porites cylindrica,,,,30-Oct-19,7.5,1.8,3.4,40,100,,,,25-Feb-20,6.5,4.8,3.9,97,90,,,,20-May-20,4.9,2.9,3.8,43,50,,,,07-Oct-20,2.6,2.7,2.2,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,4,Porites cylindrica,,,,30-Oct-19,5.5,3.1,2,28,100,,,,25-Feb-20,6.7,5.6,1.9,74,100,,,,20-May-20,7.3,4.8,2.4,74,80,,,Bleaching,07-Oct-20,2.9,1.7,0.5,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,5,Porites cylindrica,,,,30-Oct-19,4.7,3,1.4,18,100,,,Right order?,25-Feb-20,7,5.2,4.4,127,100,,,,20-May-20,2.7,3.5,2.7,20,20,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,6,Porites cylindrica,,,,30-Oct-19,4.1,3.6,2.3,28,100,,,,25-Feb-20,4.4,5.3,2.5,53,80,,,,20-May-20,3.8,2.3,2.5,17,30,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,7,Porites cylindrica,,,,30-Oct-19,7.1,5.3,2.4,83,100,,,,25-Feb-20,4.1,2.3,1.3,10,50,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,6,8,Porites cylindrica,,,,30-Oct-19,6,5.4,1.8,61,100,,,,25-Feb-20,,,,,0,,,Dead,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,1,Porites cylindrica,,,,30-Oct-19,6.6,2.4,1.8,23,100,,,,25-Feb-20,6.3,2.6,2.5,32,100,,,missed before,20-May-20,4.6,2.7,1.7,17,70,,,missed before,07-Oct-20,3.2,3,2.4,18,80,,,Missed before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,2,Porites cylindrica,,,,30-Oct-19,6.6,2.8,2.5,36,100,,,,25-Feb-20,7,4.8,2.9,81,90,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,3,Porites cylindrica,,,,30-Oct-19,8.1,4.1,1.7,54,100,,,,25-Feb-20,8.5,4.9,1.9,77,100,,,,20-May-20,8.7,5.9,2.2,112,80,,,,07-Oct-20,2.5,1.6,1.4,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,4,Porites cylindrica,,,,30-Oct-19,6.9,3.6,1.7,38,100,,,,25-Feb-20,8.6,5,2.2,88,100,,,,20-May-20,9.7,5.2,2.6,116,95,,,Bleaching,07-Oct-20,6.7,4,2.7,59,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,5,Porites cylindrica,,,,30-Oct-19,7,2.5,2.6,36,100,,,,25-Feb-20,3.9,1,1.1,3,60,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,6,Porites cylindrica,,,,30-Oct-19,6.6,2.2,1.6,19,100,,,,25-Feb-20,7.8,2.6,1.7,28,75,,,,20-May-20,8.5,2.7,1.9,35,60,,,Bleaching,07-Oct-20,3.8,3,1.8,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,7,Porites cylindrica,,,,30-Oct-19,6.4,4.6,2.3,60,100,,,,25-Feb-20,5.6,5.4,2.5,69,100,,,,20-May-20,6.9,6.9,3.6,149,90,,,Bleaching,07-Oct-20,8.1,6.9,5,225,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,7,8,Porites cylindrica,,,,30-Oct-19,6.9,5.1,4.5,125,100,,,,25-Feb-20,6.6,7.2,5,193,90,,,,20-May-20,9.1,7.3,6.1,321,80,,,Bleaching,07-Oct-20,5.8,4.5,7.8,172,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,1,Porites cylindrica,,,,30-Oct-19,6.9,4.8,3.7,98,100,,,,25-Feb-20,7.2,6.7,5.2,200,95,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,2,Porites cylindrica,,,,30-Oct-19,6.9,5.5,2.2,80,100,,,,25-Feb-20,7.9,7.9,2.8,178,95,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,3,Porites cylindrica,,,,30-Oct-19,5.6,5.1,1.3,45,100,,,,25-Feb-20,6.2,5.7,1.3,60,95,,,,20-May-20,1.9,1,0.2,1,10,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,4,Porites cylindrica,,,,30-Oct-19,5.9,1.7,1.8,14,100,,,,25-Feb-20,7.2,2.3,2.1,27,100,,,,20-May-20,7.8,2.5,1.7,27,80,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,5,Porites cylindrica,,,,30-Oct-19,6.4,3.6,1.8,37,100,,,,25-Feb-20,6.8,4.2,1.3,40,80,,,,20-May-20,6.8,1.1,0.9,5,10,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,6,Porites cylindrica,,,,30-Oct-19,5.4,2.3,1.4,15,100,,,,25-Feb-20,6.1,2.1,1.8,18,95,,,,20-May-20,4.3,1.4,1,5,20,,,Bleaching,07-Oct-20,4.1,1.5,1.2,6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,7,Porites cylindrica,,,,30-Oct-19,5.3,5.6,2.1,62,100,,,,25-Feb-20,6.5,4.8,1.3,47,80,,,,20-May-20,2,0.8,1.9,3,10,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,8,8,Porites cylindrica,,,,30-Oct-19,6.6,3,4,63,100,,,,25-Feb-20,7.7,4.6,3.9,109,85,,,,20-May-20,5.7,1.7,1.2,9,20,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,1,Porites cylindrica,,,,30-Oct-19,4.9,5.5,2.8,66,100,,,,25-Feb-20,3.9,2.8,1.7,16,75,,,,20-May-20,5.2,6.7,2.7,90,70,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,2,Porites cylindrica,,,,30-Oct-19,6.5,5.3,2.1,70,100,,,,25-Feb-20,7.8,6.7,3.5,159,85,,,,20-May-20,4.9,1.3,1.2,6,20,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,3,Porites cylindrica,,,,30-Oct-19,,,,,,,,Dead,25-Feb-20,7.8,3.6,2.2,52,90,,,missed before,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,4,Porites cylindrica,,,,30-Oct-19,5.6,4.1,1.7,37,100,,,,25-Feb-20,2.1,4.8,0.9,13,10,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,5,Porites cylindrica,,,,30-Oct-19,4.4,5.8,4.2,86,100,,,,25-Feb-20,5,7.6,4.7,149,100,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,6,Porites cylindrica,,,,30-Oct-19,5.9,5.8,4.1,114,100,,,,25-Feb-20,7.7,6.2,4.1,160,90,,,,20-May-20,7.2,7.1,4.9,204,90,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,7,Porites cylindrica,,,,30-Oct-19,6.1,6.2,4,125,100,,,,25-Feb-20,7.9,5.7,7.5,270,75,,,,20-May-20,5.6,6.9,2.8,103,50,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,9,8,Porites cylindrica,,,,30-Oct-19,5.3,3.4,1.8,28,100,,,,25-Feb-20,7.1,3.5,1.7,38,70,,,,20-May-20,3.4,1.1,1.5,5,10,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,1,Porites cylindrica,,,,30-Oct-19,7.2,3.2,1.7,34,100,,,,25-Feb-20,6.9,3.6,3.1,61,90,,,,20-May-20,5.7,3.9,2.3,43,20,,,,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,2,Porites cylindrica,,,,30-Oct-19,6.4,4.6,3.6,84,100,,,,25-Feb-20,7.2,6.7,3.7,153,95,,,,20-May-20,8.5,7,4.6,225,60,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,3,Porites cylindrica,,,,30-Oct-19,5.6,3.4,1.6,27,100,,,,25-Feb-20,6.8,5.7,2.4,88,100,,,,20-May-20,6.9,4.5,1.8,54,60,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,4,Porites cylindrica,,,,30-Oct-19,5.2,6,2.5,74,80,,,,25-Feb-20,,,,,0,Missing,,Dead (not: 90),20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,5,Porites cylindrica,,,,30-Oct-19,8.1,5.3,2.5,97,100,,,,25-Feb-20,6.6,3.4,2.2,41,95,,,,20-May-20,7.8,5.8,2.2,98,20,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,6,Porites cylindrica,,,,30-Oct-19,6.1,3.5,1.6,31,100,,,,25-Feb-20,5.9,5,1.5,49,90,,,,20-May-20,4.4,3.6,1.8,25,50,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,7,Porites cylindrica,,,,30-Oct-19,5.6,6,2.2,74,100,,,,25-Feb-20,6.1,8.1,1.7,115,80,,,,20-May-20,2.1,2.3,1.8,7,10,,,Bleaching,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth gradient 2019 - 2020,Pilli Pipa,10,8,Porites cylindrica,,,,30-Oct-19,6.5,5.6,1.6,66,100,,,,25-Feb-20,8.1,7.3,3.8,196,90,,,,20-May-20,,,,,0,,,Dead,07-Oct-20,,,,,0,,,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertidal 2021,Firefly,1,1,Pocillopora damicornis,Bottle nursery,intertidal origin: frag #4 from structure #10,Subtidal culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertidal 2021,Firefly,1,2,Pocillopora damicornis,Bottle nursery,intertidal origin: frag #4 from structure #10,Subtidal culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
